"Subject"	"Activity"	"tBodyAcc-mean()-X"	"tBodyAcc-std()-X"	"tGravityAcc-mean()-X"	"tGravityAcc-std()-X"	"tBodyAccJerk-mean()-X"	"tBodyAccJerk-std()-X"	"tBodyGyro-mean()-X"	"tBodyGyro-std()-X"	"tBodyGyroJerk-mean()-X"	"tBodyGyroJerk-std()-X"	"fBodyAcc-mean()-X"	"fBodyAcc-std()-X"	"fBodyAccJerk-mean()-X"	"fBodyAccJerk-std()-X"	"fBodyGyro-mean()-X"	"fBodyGyro-std()-X"
30	"STANDING"	0.277112699152542	-0.977559426949153	0.968556705084746	-0.996420919152542	0.0752414472033898	-0.968430745254237	-0.027613853538983	-0.911408517966102	-0.0997160228220339	-0.960119074237288	-0.972014050847458	-0.980426575762712	-0.967857589322034	-0.972216728644068	-0.915742855084746	-0.911718163220339
1	"WALKING"	0.277330758736842	-0.283740258842105	0.935223201473684	-0.976609642526316	0.0740416333157895	-0.113615602435789	-0.041830963526	-0.473535485894737	-0.0899975423705263	-0.207421854757895	-0.202794306326316	-0.319134719578947	-0.170546964549579	-0.133586606326316	-0.339032197115789	-0.516691938736842
2	"WALKING"	0.276426586440678	-0.423642838474576	0.91301733338983	-0.972693201355932	0.0618080696279661	-0.277530462620339	-0.0530258157347458	-0.561550255762712	-0.0818833429152542	-0.389549831525424	-0.346048161016949	-0.457651383728814	-0.304615322881356	-0.31431306340678	-0.429713536101695	-0.604053019152542
3	"WALKING"	0.275567462068966	-0.360356726034483	0.936506743275862	-0.97777159137931	0.0814745882660345	-0.26867964387931	-0.0256405192517241	-0.571869560172414	-0.0952398165017241	-0.385922986034483	-0.316614011689655	-0.379276781206897	-0.304694442551724	-0.296596633103448	-0.437845763793103	-0.615121369827586
4	"WALKING"	0.278582015166667	-0.440829971333333	0.963999696833333	-0.983826494833333	0.0783529082183333	-0.297042612533333	-0.0317982557795	-0.500916659	-0.115321556475	-0.492341066833333	-0.426719449666667	-0.447234929666667	-0.358883413666667	-0.29732607245	-0.373384540666667	-0.542646759
5	"WALKING"	0.27784234625	-0.294098534232143	0.972624959821429	-0.979348381428571	0.0845888833571429	-0.302891024625	-0.0488919896632143	-0.490877497857143	-0.0888408355267857	-0.357681403285714	-0.287782607410714	-0.297517355196429	-0.344954806428571	-0.3213903195	-0.372668749642857	-0.529392790178571
6	"WALKING"	0.283658868070175	-0.296538717368421	0.958067455087719	-0.977779896491228	0.0699585876912281	-0.132784766936842	-0.025509618645614	-0.446020952631579	-0.0878891090105263	-0.18260093354386	-0.187934323140351	-0.34522769	-0.150942917824561	-0.19269469414386	-0.239650710533333	-0.515323854385965
7	"WALKING"	0.275592961754386	-0.327243240701754	0.932566472280702	-0.979851271403509	0.0901462649192983	-0.346026226140351	0.00228835208526316	-0.503313517017544	-0.123654199751333	-0.21166729682807	-0.343048405789474	-0.322034908070175	-0.383715797719298	-0.365314790947368	-0.318395104666667	-0.563615256666667
8	"WALKING"	0.27468631	-0.173605736002083	0.913586347916667	-0.974752050208333	0.0703393490833333	-0.2586886278125	0.0235088228254167	-0.1992097184375	-0.135886431360417	-0.2460827504375	-0.247389011875	-0.148386858858333	-0.311198711041667	-0.271448185291667	-0.102063053808333	-0.234252005895833
9	"WALKING"	0.278502842115385	-0.238353562692308	0.951867079615385	-0.980971973653846	0.0704357270480769	-0.206733787961538	-0.0808360598653846	-0.476163506730769	-0.0809204094461538	-0.526985309038462	-0.294711163653846	-0.218019977423077	-0.314265401346154	-0.170228340134423	-0.383676120961538	-0.507404512692308
10	"WALKING"	0.278574076603774	-0.178709734396226	0.963092149811321	-0.974435158113208	0.0857943809283019	-0.0521991013207547	0.0106894976215094	-0.414205475283019	-0.122709563462264	-0.366063723207547	-0.114190001283019	-0.206366497226415	-0.107941107467925	-0.0791518267107547	-0.277913780754717	-0.458292932830189
11	"WALKING"	0.271821892881356	-0.422842071864407	0.946468451355932	-0.98110101440678	0.0829709328491525	-0.428516343559322	-0.0426928995457627	-0.596346930847458	-0.0918204195491525	-0.541616397118644	-0.396533731864407	-0.433703311525424	-0.453265268813559	-0.45394304	-0.514753307627119	-0.623150268983051
12	"WALKING"	0.2771286656	-0.128898533096	0.9668735148	-0.97911312	0.045764401482	-0.01350661106	-0.1045136708758	-0.5462634706	-0.06223893174	-0.3908072382	-0.05435763951	-0.160707260634	-0.08161979534	-0.03105929456	-0.4019759318	-0.5931428818
13	"WALKING"	0.275883130350877	-0.346980394210526	0.910855709298246	-0.97254492245614	0.0809590227198246	-0.220910068015789	-0.0174207634701754	-0.376059914210526	-0.0966598593263158	-0.216812065298246	-0.335030121052632	-0.353299848947368	-0.290460801694737	-0.219716159766667	-0.192856474047368	-0.435714710526316
14	"WALKING"	0.271959598644068	-0.402639098135593	0.802973961525424	-0.974816884237288	0.0720877913452542	-0.454497019661017	-0.00347655062271186	-0.60038822220339	-0.110656054802153	-0.571759911525424	-0.421498172542373	-0.395859985762712	-0.472360616779661	-0.484797709830508	-0.508595851864407	-0.630082075932203
15	"WALKING"	0.273899207962963	-0.327961801111111	0.951524391481481	-0.978397287962963	0.0897770721666667	-0.373217585	-0.0554883847662963	-0.329624620185185	-0.0776692754648148	-0.283767987222222	-0.31744092037037	-0.332520626851852	-0.39082198537037	-0.411500068148148	-0.253399360296296	-0.357633378703704
16	"WALKING"	0.276023564509804	-0.404692523921569	0.925981326078431	-0.982469595490196	0.0770223771764706	-0.396223738431373	-0.0151721912792157	-0.654171847058823	-0.110917348282353	-0.675889722745098	-0.394790433529412	-0.409070488039216	-0.44140618254902	-0.402884115098039	-0.59574648627451	-0.673741136862745
17	"WALKING"	0.272341855245902	-0.31950017295082	0.92811236852459	-0.980983351639344	0.0773188580032787	-0.355492635409836	-0.00922265519180328	-0.47981351295082	-0.109959237927869	-0.431296148196721	-0.360991674918033	-0.304806274098361	-0.423446094590164	-0.343866129016393	-0.40771670852459	-0.504849290819672
18	"WALKING"	0.273887758571429	-0.37600552125	0.92386524875	-0.983010882678571	0.0767524278392857	-0.368056913928571	-0.0399399716026786	-0.7044397775	-0.0966435295642857	-0.578133968392857	-0.37147515625	-0.378068199285714	-0.414797154464286	-0.375992795357143	-0.609673434464286	-0.734901390178571
19	"WALKING"	0.273931172307692	-0.0489049407963462	0.935222559230769	-0.9698614625	0.0822246284461538	0.110306729315577	-0.0274970979894231	-0.0264357957923077	-0.0832353261384615	0.0801186523134615	-0.0299815666923077	-0.0578820787019231	0.0336380997853846	0.0908366492173077	0.228142361865385	-0.108388809533846
20	"WALKING"	0.272589336470588	-0.208342792019608	0.899965205686274	-0.970327266470588	0.0841234323137255	-0.090645041854902	-0.0234104225980392	-0.23294061427451	-0.0679992365372549	-0.253227445431373	-0.147404272166667	-0.234985644352941	-0.138717234372549	-0.122237205541176	-0.0936248686019608	-0.279931528352941
21	"WALKING"	0.279183526730769	-0.297814843538462	0.862524800961538	-0.969576355384615	0.0782251820211538	-0.114888873837692	-0.0459323393842308	-0.432232883846154	-0.0868767709153846	-0.238908311384615	-0.273496158519231	-0.308547185288462	-0.200442011365385	-0.107412802661538	-0.246657382884615	-0.491859244230769
22	"WALKING"	0.27886459	-0.00865921919565217	0.936096410434783	-0.969643448043478	0.0627777634002174	0.0358787094391304	0.0007771571	-0.318537865869565	-0.132977562363043	-0.226656401521739	-0.0994928588891304	0.0243958191369565	-0.0367047077608696	0.0180047785304348	-0.144648652152174	-0.374496318695652
23	"WALKING"	0.273211884237288	-0.313521773389831	0.939809688644068	-0.977230903898305	0.0987319085964407	-0.229328122305085	-0.0631156870355932	-0.494322648644068	-0.0578128239067797	-0.363969434576271	-0.275404187920339	-0.329807279830508	-0.290410454881356	-0.235172990305085	-0.337619203050847	-0.545051691694915
24	"WALKING"	0.276980816034483	-0.47076236637931	0.95970108137931	-0.983132400344828	0.0731938975362069	-0.485863255344828	-0.0545126870724138	-0.580597373275862	-0.0625311679982759	-0.490773455517241	-0.492419802586207	-0.462733639137931	-0.509628168793103	-0.507640734482759	-0.468295081206897	-0.616915839310345
25	"WALKING"	0.278992759054054	-0.596007443513514	0.937483114459459	-0.979499263243243	0.0721720712281081	-0.607620931621622	-0.0156305378067568	-0.401158753783784	-0.102377269321622	-0.507957094054054	-0.609038908918919	-0.591449956486486	-0.625595376891892	-0.624145724594595	-0.411909719594595	-0.406678108108108
26	"WALKING"	0.279264443728814	-0.340185527559322	0.960647754576271	-0.980055651016949	0.0652303740728813	-0.328452881355932	-0.00334085938813559	-0.492885711355932	-0.099411456038983	-0.417438636101695	-0.321959549661017	-0.34799792561017	-0.36422676440678	-0.351065957627119	-0.368112905762712	-0.532999609491525
27	"WALKING"	0.276849485438596	-0.348475560526316	0.944759287368421	-0.979866136842105	0.0684331971807018	-0.316184021578947	-0.08558835714	-0.606860248596491	-0.0786163508824035	-0.523256879298246	-0.308702374385965	-0.365256349298246	-0.345482736842105	-0.346610413333333	-0.498017935263158	-0.642349125614035
28	"WALKING"	0.281228223888889	-0.293003522222222	0.942930275555556	-0.976693902592593	0.0931122231851852	-0.335700184259259	-0.105896207861111	-0.503798624074074	-0.092974671262963	-0.399417082777778	-0.280062182962963	-0.298832423148148	-0.36260198037037	-0.367116416481481	-0.374681071666667	-0.545480217777778
29	"WALKING"	0.271999916792453	-0.174337940226415	0.96237438509434	-0.978253538867925	0.0853743348528302	-0.22143354279434	-0.00795668167188679	-0.598868670943396	-0.10688830318283	-0.395909621509434	-0.135819505761321	-0.190355976849057	-0.210469887150943	-0.307336669773585	-0.431490048490566	-0.654313559056604
30	"WALKING"	0.276406758	-0.346394275230769	0.965217551076923	-0.979752466923077	0.0688689970184615	-0.374400941384615	-0.0459505355861538	-0.387920593846154	-0.0873839917276923	-0.460345386153846	-0.351402910907692	-0.344928112461538	-0.389595631107692	-0.415135398	-0.374440300461538	-0.399032346
1	"WALKING_DOWNSTAIRS"	0.289188320408163	0.0300353383483878	0.931874418979592	-0.950559811632653	0.0541553164897959	-0.012283860544898	-0.0350781902989796	-0.458030542938775	-0.0739592036271429	-0.487027342244898	0.0382291831510204	0.0243308391387755	-0.0276638676122449	-0.0863278966402041	-0.352449631363265	-0.495422486102041
2	"WALKING_DOWNSTAIRS"	0.27761534806383	0.0463666814446808	0.861831345531915	-0.940361759574468	0.110040615569574	0.147249143238298	-0.11594735287234	-0.320789230008511	-0.0581038498510638	-0.243940592553192	0.112841160325532	0.0161046198595745	0.138120681087234	0.0499590624829787	-0.145775970406383	-0.379436674361702
3	"WALKING_DOWNSTAIRS"	0.292423484693878	-0.0574100475102041	0.939057787755102	-0.950061129591837	0.0725689294489796	-0.0858010042244898	-0.13157327645102	-0.261653414014286	-0.0778701650285714	-0.285683162346939	-0.0421706943244898	-0.0654417192653061	-0.0906707125102041	-0.165442898685714	-0.129066574295918	-0.30863033105102
4	"WALKING_DOWNSTAIRS"	0.279965329555556	0.0111935496222222	0.947731858666667	-0.955258881333333	0.0971862748866667	-0.145759708684667	-0.102838822533333	-0.370244695288889	-0.0921282734666667	-0.395995494444444	-0.0722392276888889	0.0390098262533333	-0.16163290774	-0.208250062317778	-0.240298893435556	-0.414919000955556
5	"WALKING_DOWNSTAIRS"	0.29354392712766	0.275046110468085	0.956649352553192	-0.950490938510638	0.109650600459574	0.0322415501638298	-0.068294569906383	-0.46064684487234	-0.110149008255319	-0.411302217446809	0.0984320090212766	0.336554724893617	-0.0368012151170213	0.011055933212766	-0.295345101425532	-0.51494094106383
6	"WALKING_DOWNSTAIRS"	0.277045258145833	0.383681639791667	0.928531455208333	-0.9544062675	0.103681343708333	0.165271070858333	-0.0960837437708333	-0.19830385328125	-0.0256452232354167	0.0393387960854167	0.328308506041667	0.403369766666667	0.136554991314583	0.0886515099394167	0.0633716052854167	-0.286724914610417
7	"WALKING_DOWNSTAIRS"	0.28030708	0.0660815600978723	0.930623632765957	-0.964875962978723	0.0968926184638298	0.0285033927287234	-0.105409612961702	-0.407744096	-0.0597273512680851	-0.510731018297872	0.0443428315319149	0.0730110797851064	-0.0305226686191489	-0.00426289144680851	-0.33930147	-0.432730974446809
8	"WALKING_DOWNSTAIRS"	0.283484089210526	0.0241393473736842	0.914023498421053	-0.945766561578947	0.118938088342105	0.250143724521053	-0.121189625973684	-0.258430885531579	-0.0349283489710526	-0.267887897328947	0.136590199860526	-0.0260463260078947	0.214841402815789	0.172658982065789	-0.130740445236842	-0.302735102631579
9	"WALKING_DOWNSTAIRS"	0.295923445	0.213392270547619	0.938417773333333	-0.952141220714286	0.130193043809524	0.017623342197619	-0.0916383011071429	-0.396429197952381	-0.094591202447619	-0.509669314047619	0.103128506197619	0.250488758869048	-0.0645354342404762	0.00938224337142857	-0.325042890904762	-0.423558773952381
10	"WALKING_DOWNSTAIRS"	0.290401594315789	0.295733547631579	0.939807421052632	-0.939267613157895	0.100959387447368	0.223275806105263	-0.124839594289474	-0.304745377026316	-0.0643764005526316	-0.416986139210526	0.215665273157895	0.324957743157895	0.181419131002632	0.156912678626316	-0.214350280079211	-0.339514358157895
11	"WALKING_DOWNSTAIRS"	0.291605631956522	0.142456557034783	0.941746406521739	-0.954497498695652	0.0897168657173913	-0.0834212653347826	-0.12506869905	-0.374069023580435	-0.0220916265065217	-0.53437494826087	0.0351937228130435	0.179906764395652	-0.120463004665217	-0.12834163051087	-0.318777012804348	-0.397722757934783
12	"WALKING_DOWNSTAIRS"	0.281521097391304	0.0424084916086956	0.949861980652174	-0.959504017391304	0.0621500251717391	0.00631914373913043	-0.112531564434783	-0.362143061643478	-0.0264668968652174	-0.278608163891304	0.0235049348717391	0.0483347068913043	-0.00701472271717392	-0.072311431676087	-0.178856167345652	-0.4223632375
13	"WALKING_DOWNSTAIRS"	0.294907553404255	-0.0681563626617021	0.941875619787234	-0.952643084042553	0.101704538333298	-0.0740908045319149	-0.122672201757447	-0.417014161553191	-0.0647199842553191	-0.463736674255319	-0.0726602663212766	-0.0680436217021277	-0.11485155627234	-0.114744976032191	-0.319677124659574	-0.452190386808511
14	"WALKING_DOWNSTAIRS"	0.293422115555556	0.0178313402266667	0.81629643	-0.919098794	0.0428631626711111	0.0129597549231111	-0.0147079653333333	-0.354551638377778	-0.108620377713333	-0.537002097555556	0.0212541553977778	0.0140826092322222	-0.0337820458644444	-0.0302396365755556	-0.295315541666667	-0.378882872733333
15	"WALKING_DOWNSTAIRS"	0.280198851190476	0.406471051190476	0.932302200476191	-0.942806478333333	0.0711457160166667	0.134593836190476	-0.136618653071429	-0.318692525928571	-0.0482532079928571	-0.455980756428571	0.235309825547619	0.466325681428571	0.0619687485333333	0.108062740547619	-0.22735956545	-0.351630000285714
16	"WALKING_DOWNSTAIRS"	0.295586802191489	0.207251997929787	0.917818427021277	-0.957785118085106	0.0907857064255319	-0.101186926595745	-0.0225373369978723	-0.45418847106383	-0.103904044543617	-0.623676024255319	0.0368263528276596	0.266115492098298	-0.155444882765957	-0.125682818093191	-0.420844008625532	-0.470373498510638
17	"WALKING_DOWNSTAIRS"	0.29391828326087	0.187719760269565	0.928817578043478	-0.950026242173913	0.118250858006522	-0.103436471413043	0.0677728390673913	-0.370436868891304	-0.1077700285	-0.526801825217391	-0.0226239171245652	0.258941676302174	-0.215092049054348	-0.0718767032673913	-0.316412962967391	-0.393194731747826
18	"WALKING_DOWNSTAIRS"	0.288439468909091	-0.302634565090909	0.932277478363636	-0.960404874545455	0.0809044045254545	-0.387223932363636	-0.0576548655654545	-0.502473033509091	-0.0836566573181818	-0.676716181636364	-0.350086793272727	-0.285535871636364	-0.412728286727273	-0.416050500909091	-0.489232274509091	-0.513947089545455
19	"WALKING_DOWNSTAIRS"	0.262688053871795	0.626917070512821	0.881940855128205	-0.899726139487179	0.0730930306923077	0.544273037307692	-0.205775427307692	0.267657219333333	-0.0337429578461538	0.179148649684615	0.537012022051282	0.658506543333333	0.474317256051282	0.476803887476923	0.474962448333333	0.196613286661538
20	"WALKING_DOWNSTAIRS"	0.296144421355556	0.0745098785288889	0.91972663	-0.940458075111111	0.0695031058	-0.135699627468889	-0.111367747557778	-0.204939567711111	-0.0452503065777778	-0.249235098988889	-0.0343309987555556	0.113033424261778	-0.199360430553978	-0.147278592755556	-0.0629572600911111	-0.253365630644444
21	"WALKING_DOWNSTAIRS"	0.3014610196	0.224343492244444	0.872683205555556	-0.940194827777778	0.0901452883333333	0.00214655719111111	-0.126388023595556	-0.442148617666667	-0.0726461849022222	-0.549648320222222	0.104323529982222	0.266987750733333	-0.0377894711288889	-0.0463867896444444	-0.366748752888889	-0.469790144111111
22	"WALKING_DOWNSTAIRS"	0.284458963861111	0.348618168333333	0.921820641944444	-0.941242334722222	0.101584640833333	0.0869139849722222	-0.0779611213138889	-0.237349190997222	-0.0901744530194444	-0.264848047888889	0.195348406222222	0.402891960277778	0.0383364203555556	0.0404618458027778	-0.0954349339722222	-0.284532358444444
23	"WALKING_DOWNSTAIRS"	0.289897411148148	0.0441392843425926	0.923711401296296	-0.950790837407407	0.0578010605648148	0.198947061775926	-0.0578230190203704	-0.416133032777778	-0.117725824412963	-0.32301569962963	0.205428216353704	-0.0282962478037037	0.201542909494444	0.0819587190574074	-0.214730713222222	-0.482598325037037
24	"WALKING_DOWNSTAIRS"	0.288631208909091	-0.08273248054	0.950883416727273	-0.961845327454545	0.0802619828545455	-0.337218894	-0.0867069010690909	-0.431919067945455	-0.0914145014654545	-0.358444550225455	-0.222324293454545	-0.0349085946785455	-0.376175794909091	-0.355930598	-0.272469211854545	-0.484894683818182
25	"WALKING_DOWNSTAIRS"	0.291329666206897	-0.253756934258621	0.929627532241379	-0.964470066724138	0.110656929396552	-0.501968387931034	0.00299112856551724	-0.288824754586207	-0.127952445399655	-0.430134387586207	-0.372245192931034	-0.213028874331034	-0.525789450689655	-0.522153341034483	-0.217799723931034	-0.316252107741379
26	"WALKING_DOWNSTAIRS"	0.2792845828	0.17395384962	0.9467972718	-0.9627219918	0.111470787918	-0.128111641206	-0.010752208236	-0.33131291446	-0.0992465275036	-0.170842676616	0.022800096142	0.22678384386	-0.201368098258	-0.130825898392	-0.12591815458	-0.3981998635
27	"WALKING_DOWNSTAIRS"	0.2975441875	0.167407531090909	0.931380178636364	-0.946975165	0.0936273220295455	-0.00358338882727273	-0.159826551905227	-0.363722908386364	-0.0515814754272727	-0.493837613409091	0.0829831545090909	0.194912716568182	-0.0437826262613636	-0.0522811342045455	-0.2966286115	-0.390968436431818
28	"WALKING_DOWNSTAIRS"	0.293642076521739	0.125712887943478	0.929291680434783	-0.956921542391304	0.0972653457891304	-0.0167652227782609	-0.141096309502174	-0.268106330991304	-0.0266492977565217	-0.16394489726087	0.0890721752173913	0.137797082826087	-0.0268676982326087	-0.0980112293695652	-0.0299969963043478	-0.345453346086957
29	"WALKING_DOWNSTAIRS"	0.293140441083333	0.167383602458333	0.948486215	-0.9417361925	0.0636871965479167	-0.023952574044375	-0.0374126070957292	-0.282077257508333	-0.0743986469979167	-0.347807556958333	0.110663200244167	0.187438624270833	-0.0382458213333333	-0.0986379156229167	-0.18941800145	-0.319123137947917
30	"WALKING_DOWNSTAIRS"	0.283190646967742	-0.0577703163548387	0.958000491451613	-0.958890388709677	0.0883933037048387	-0.226643901120968	-0.0745591301759677	-0.265923160895161	-0.0615954583870968	-0.542764507096774	-0.106966957087097	-0.0405257091567742	-0.234923146633871	-0.289802729403226	-0.263061628069355	-0.278386596338226
1	"WALKING_UPSTAIRS"	0.255461689622641	-0.35470802509434	0.89335109754717	-0.956367027924528	0.101372729922642	-0.446843887735849	0.050549379754717	-0.544871104528302	-0.122232768011321	-0.614786508490566	-0.404321784150943	-0.337428188679245	-0.479875245660377	-0.461907025849057	-0.492611667924528	-0.565892490754717
2	"WALKING_UPSTAIRS"	0.247164790395833	-0.304376406458333	0.790717418541667	-0.934407739791667	0.0744507839572917	-0.276121886479167	-0.0576912634583333	-0.439253058958333	-0.0828858001333333	-0.464854363125	-0.266720933270833	-0.320582414375	-0.258639439729167	-0.365415441458333	-0.331643577458333	-0.476358845625
3	"WALKING_UPSTAIRS"	0.260819873067797	-0.313123437627119	0.883533436101695	-0.944040819322034	0.0426880986186441	-0.458364616949153	0.0721980309322034	-0.456039262525424	-0.115510569491525	-0.507270757966102	-0.392004211474576	-0.285333024050847	-0.478434306271186	-0.486446509661017	-0.378216681762712	-0.484820991355932
4	"WALKING_UPSTAIRS"	0.270876696730769	-0.204933042903846	0.946264314423077	-0.958495235576923	0.0560971909634615	-0.380488027307692	0.0393825198942308	-0.454431043269231	-0.1314720713	-0.533666803846154	-0.294488270365385	-0.173217219014423	-0.418304647307692	-0.396762584807692	-0.3710689925	-0.483548693461538
5	"WALKING_UPSTAIRS"	0.268459469914894	-0.0457237779851064	0.936821834893617	-0.95357996893617	0.0795443483829787	-0.223896564340426	0.0395191121489362	-0.443342262340426	-0.143029686361702	-0.305245202489362	-0.161485339978723	-0.00473819670425532	-0.289725470425532	-0.22532784293617	-0.263615096246809	-0.501685580212766
6	"WALKING_UPSTAIRS"	0.268229355098039	-0.0501350188513725	0.913632241568627	-0.959399425098039	0.07210675	-0.180301156098039	-0.0767406825588235	-0.321973723647059	-0.0652024492378431	-0.186763293747059	-0.131075372803922	-0.0211335627276471	-0.244812769960784	-0.186815074235294	-0.115065008156863	-0.390248128039216
7	"WALKING_UPSTAIRS"	0.248706923078431	-0.29487297445098	0.81874656	-0.932823053333333	0.0724649938509804	-0.415153115882353	-0.138778108029412	-0.363853236862745	-0.0856640866647059	-0.616812659215686	-0.336199426470588	-0.279870086215686	-0.454647881960784	-0.426974025686275	-0.383889342745098	-0.368636961470588
8	"WALKING_UPSTAIRS"	0.258880152048781	-0.171712174634146	0.860368718780488	-0.926673287804878	0.0813816809395122	-0.186618895268293	0.19270447595122	-0.367428367219512	-0.15544567414878	-0.40507069195122	-0.166411065387805	-0.175284990170732	-0.200277249165854	-0.24733661795122	-0.240260761682927	-0.409955580780488
9	"WALKING_UPSTAIRS"	0.262436475714286	-0.36144437755102	0.902647777755102	-0.954383557142857	0.0692266245755102	-0.335291644693878	-0.16396719	-0.343976630734694	-0.0684689593355102	-0.660419534285714	-0.342735952653061	-0.369815777346939	-0.402044750408163	-0.327421989591837	-0.313941631326531	-0.361626377102041
10	"WALKING_UPSTAIRS"	0.267121853404255	-0.161591924234043	0.931861027446809	-0.959216072340425	0.0648829303510638	-0.187220175510638	0.0733447168425532	-0.308534708121277	-0.157212539189362	-0.427291343617021	-0.139410790617021	-0.171957349438298	-0.20121432216383	-0.247598320858298	-0.218524716912766	-0.34130162006383
11	"WALKING_UPSTAIRS"	0.263775859277778	-0.238802959018519	0.892626155555556	-0.953463105740741	0.0968561683092593	-0.452961683518519	-0.0820909701727778	-0.501331630185185	-0.0645245413759259	-0.660431336111111	-0.355348902222222	-0.198733655611111	-0.495927371666667	-0.458255021296296	-0.471782782222222	-0.517811645740741
12	"WALKING_UPSTAIRS"	0.272970338653846	-0.290149192307692	0.938371473269231	-0.960246289807692	0.0728660813846154	-0.359856972115385	-0.0931234101769231	-0.526659296134615	-0.0455638872076923	-0.549999188461539	-0.321447925192308	-0.278929748076923	-0.385843754230769	-0.39060122	-0.426360331538462	-0.5604629635
13	"WALKING_UPSTAIRS"	0.258203939581818	-0.296284597454545	0.847634313454545	-0.946441502363636	0.0692442067545455	-0.487325539818182	-0.13829376226	-0.541066687090909	-0.0664817176345455	-0.631037584	-0.382460736363636	-0.266081292363636	-0.506212135636364	-0.514337759454545	-0.482113007636364	-0.562911002545455
14	"WALKING_UPSTAIRS"	0.26242106612963	-0.309396717592593	0.688256122222222	-0.928523640925926	0.0803303022222222	-0.368780418888889	0.0813841685037037	-0.454283337592593	-0.128266667862963	-0.646611034444444	-0.323508442240741	-0.304980247962963	-0.383497147037037	-0.41096787037037	-0.441048358648148	-0.464742933888889
15	"WALKING_UPSTAIRS"	0.270187595833333	-0.0260971840270833	0.918544812291667	-0.952562395625	0.07297243298125	-0.186944664541667	0.0903340029875	-0.415251317916667	-0.144485986527083	-0.525533949791667	-0.0746328434375	-0.00838243761666667	-0.2370530733125	-0.207231605488542	-0.361096856875	-0.4372253275
16	"WALKING_UPSTAIRS"	0.255986102627451	-0.397083831568627	0.826874282745098	-0.948413552745098	0.0762526677	-0.521089140196078	0.0718408878078431	-0.508087166666667	-0.140908293613922	-0.707264168627451	-0.474984014705882	-0.369636140980392	-0.546088862941176	-0.538073090196078	-0.53239971627451	-0.509896031372549
17	"WALKING_UPSTAIRS"	0.252604768583333	-0.062952754100625	0.853530565833333	-0.949460372291667	0.07680441704375	-0.292665827083333	-0.0304250571395833	-0.496562732729167	-0.142655397660417	-0.606044344375	-0.1397522212625	-0.0355381172854167	-0.360272225833333	-0.287219038291667	-0.416223018291667	-0.5244683916875
18	"WALKING_UPSTAIRS"	0.265401201896552	-0.380168286724138	0.883330258448276	-0.961738807068966	0.0812402028517241	-0.563202134655172	-0.0470683915017241	-0.593841504137931	-0.0899953036658621	-0.76068902862069	-0.465097261896552	-0.350639840862069	-0.589410590172414	-0.575331252413793	-0.59232371	-0.60071129637931
19	"WALKING_UPSTAIRS"	0.242118808925	-0.1287420952375	0.8294283725	-0.916495992	0.08315450836225	-0.1742790558	0.0388537087875	-0.4068000325	-0.1018063044	-0.23937641116	-0.15687949467775	-0.11993477534	-0.2053226461925	-0.2172651781	-0.194485509535	-0.4775147465
20	"WALKING_UPSTAIRS"	0.252098317156863	-0.116088676011765	0.777095717058824	-0.931405014313725	0.0836451256901961	-0.185695388078431	0.0659193258862745	-0.492701193921569	-0.148389168870392	-0.471107678431373	-0.140439074776471	-0.108444759592157	-0.256162264623529	-0.187090779486275	-0.372684353921569	-0.532021733921569
21	"WALKING_UPSTAIRS"	0.265194544680851	-0.240808282276596	0.781177210851064	-0.940911635531915	0.104034223065957	-0.424052014680851	0.062608688893617	-0.53190941893617	-0.144351492595745	-0.573541839148936	-0.319169340234043	-0.213184048	-0.436839580425532	-0.462972848723404	-0.446974007021277	-0.560968048723404
22	"WALKING_UPSTAIRS"	0.248391534566667	0.0835738640921429	0.889454382857143	-0.94063384047619	0.0877172239047619	-0.00853992680952381	0.13497880785381	-0.301491709628571	-0.148450080695476	-0.396699215238095	-0.0553996485285714	0.132048813464286	-0.0382449785166667	-0.0677978520178571	-0.19545699252381	-0.338139776690476
23	"WALKING_UPSTAIRS"	0.249995171031373	-0.243887818513725	0.843438810196078	-0.933344481568627	0.0723649984647059	-0.365398622764706	0.0957940245941176	-0.550664576666667	-0.109913094117647	-0.548318881568627	-0.272605689568627	-0.234309548019608	-0.365642513176471	-0.424877553333333	-0.430239229235294	-0.590430783921569
24	"WALKING_UPSTAIRS"	0.269881106779661	-0.344399351355932	0.906369500508475	-0.962190567457627	0.0862310100338983	-0.49876467220339	0.0883163772152542	-0.577426408813559	-0.146800845605424	-0.640489537966102	-0.395790553898305	-0.326165553050847	-0.515644617288136	-0.527104719152542	-0.503188684915254	-0.602945480677966
25	"WALKING_UPSTAIRS"	0.277995411384615	-0.459775646153846	0.927693239538462	-0.950878450307692	0.0740041435707692	-0.663642746307692	0.0556121923307692	-0.489011794784615	-0.126481161061538	-0.693854902307692	-0.521649838769231	-0.437975786923077	-0.668208156461538	-0.690213625846154	-0.476144998846154	-0.500119831476923
26	"WALKING_UPSTAIRS"	0.272691394545455	-0.169006952418182	0.942095257090909	-0.962011392181818	0.0755645318545455	-0.290879965872727	-0.0247950825654545	-0.550274396	-0.0975590199454545	-0.515829417272727	-0.242820756127273	-0.142843838381818	-0.304540556345455	-0.342075432	-0.427686570727273	-0.590812298
